task_id,job_id,stage,arm,config_id,config,pop_size,ls_time_limit_s,deadline_mode,solver_seed,budget_s,pilot_idx,pop_idx,instance,instance_sha256,batch,cell_id,gen_seed,m,oracle_cost,rc2_solve_s,rc2_tier,analysis_group
63,m2p_p10ls2p5_i07_s2,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,7,69,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s4.wcnf,fc125f4de8ed58b088b5f719e9931c060234609c5ae0ece87044ebd72b964f87,calib_b,max3sat_n70_a6.5,4,455,7,217.782,T2a,tier2
64,m2p_p40ls0p5_i07_s3,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,3,900,7,69,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s4.wcnf,fc125f4de8ed58b088b5f719e9931c060234609c5ae0ece87044ebd72b964f87,calib_b,max3sat_n70_a6.5,4,455,7,217.782,T2a,tier2
65,m2p_p40ls2p5_i07_s3,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,3,900,7,69,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s4.wcnf,fc125f4de8ed58b088b5f719e9931c060234609c5ae0ece87044ebd72b964f87,calib_b,max3sat_n70_a6.5,4,455,7,217.782,T2a,tier2
66,m2p_p10ls2p5_i07_s3,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,7,69,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s4.wcnf,fc125f4de8ed58b088b5f719e9931c060234609c5ae0ece87044ebd72b964f87,calib_b,max3sat_n70_a6.5,4,455,7,217.782,T2a,tier2
67,m2p_p40ls0p5_i08_s1,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,1,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
68,m2p_p40ls2p5_i08_s1,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,1,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
69,m2p_p10ls2p5_i08_s1,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
70,m2p_p10ls3p5_i08_s1,pilot,p10_ls3p5,memetic_deeppolish_p10_ls3p5,configs/tier2/memetic_deeppolish_p10_ls3p5.yaml,10,3.5,clip,1,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
71,m2p_p40ls0p5_i08_s2,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,2,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
72,m2p_p40ls2p5_i08_s2,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,2,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
73,m2p_p10ls2p5_i08_s2,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
74,m2p_p10ls3p5_i08_s2,pilot,p10_ls3p5,memetic_deeppolish_p10_ls3p5,configs/tier2/memetic_deeppolish_p10_ls3p5.yaml,10,3.5,clip,2,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
75,m2p_p40ls0p5_i08_s3,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,3,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
76,m2p_p40ls2p5_i08_s3,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,3,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
77,m2p_p10ls2p5_i08_s3,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
78,m2p_p10ls3p5_i08_s3,pilot,p10_ls3p5,memetic_deeppolish_p10_ls3p5,configs/tier2/memetic_deeppolish_p10_ls3p5.yaml,10,3.5,clip,3,900,8,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
79,m2p_p40ls0p5_i09_s1,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,1,900,9,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
80,m2p_p40ls2p5_i09_s1,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,1,900,9,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
81,m2p_p10ls2p5_i09_s1,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,9,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
82,m2p_p40ls0p5_i09_s2,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,2,900,9,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
83,m2p_p40ls2p5_i09_s2,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,2,900,9,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
84,m2p_p10ls2p5_i09_s2,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,9,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
85,m2p_p40ls0p5_i09_s3,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,3,900,9,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
86,m2p_p40ls2p5_i09_s3,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,3,900,9,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
87,m2p_p10ls2p5_i09_s3,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,9,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
88,m2p_p40ls0p5_i10_s1,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,1,900,10,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
89,m2p_p40ls2p5_i10_s1,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,1,900,10,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
90,m2p_p10ls2p5_i10_s1,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,10,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
91,m2p_p40ls0p5_i10_s2,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,2,900,10,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
92,m2p_p40ls2p5_i10_s2,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,2,900,10,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
93,m2p_p10ls2p5_i10_s2,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,10,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
94,m2p_p40ls0p5_i10_s3,pilot,p40_ls0p5,memetic_deeppolish,configs/tier2/memetic_deeppolish.yaml,40,0.5,,3,900,10,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
95,m2p_p40ls2p5_i10_s3,pilot,p40_ls2p5,memetic_deeppolish_p40_ls2p5,configs/tier2/memetic_deeppolish_p40_ls2p5.yaml,40,2.5,clip,3,900,10,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
96,m2p_p10ls2p5_i10_s3,pilot,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,10,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
