task_id,job_id,stage,arm,config_id,config,pop_size,ls_time_limit_s,deadline_mode,solver_seed,budget_s,pilot_idx,pop_idx,instance,instance_sha256,batch,cell_id,gen_seed,m,oracle_cost,rc2_solve_s,rc2_tier,analysis_group
60,m2f_p10ls2p5_020_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,20,data/generated/calib_b/wksat_v100_k2_sr5.00_hr0.00_w1_uniform_s1.wcnf,17862c035c2bab559d7c042a63093b6210caf69719e8ba5c2bab6ac1bd593a82,calib_b,max2sat_n100_a5,1,500,35,83.971,T2a,tier2
61,m2f_p10ls2p5_021_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,21,data/generated/calib_b/wksat_v100_k2_sr5.00_hr0.00_w1_uniform_s4.wcnf,27227aa2d367a87d11ade8451836d58665f0c3e10735ef9f69531ec216b9041a,calib_b,max2sat_n100_a5,4,500,35,31.146,T1,lower_ext
62,m2f_p10ls2p5_021_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,21,data/generated/calib_b/wksat_v100_k2_sr5.00_hr0.00_w1_uniform_s4.wcnf,27227aa2d367a87d11ade8451836d58665f0c3e10735ef9f69531ec216b9041a,calib_b,max2sat_n100_a5,4,500,35,31.146,T1,lower_ext
63,m2f_p10ls2p5_021_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,21,data/generated/calib_b/wksat_v100_k2_sr5.00_hr0.00_w1_uniform_s4.wcnf,27227aa2d367a87d11ade8451836d58665f0c3e10735ef9f69531ec216b9041a,calib_b,max2sat_n100_a5,4,500,35,31.146,T1,lower_ext
64,m2f_p10ls2p5_022_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,22,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s1.wcnf,a4f6be1aaa0ca218be0c3984e5ae20fc729058b84991149ba0b7bca9528d1b8a,calib_b,max3sat_n100_a5.2,1,520,4,211.01,T2a,tier2
65,m2f_p10ls2p5_022_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,22,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s1.wcnf,a4f6be1aaa0ca218be0c3984e5ae20fc729058b84991149ba0b7bca9528d1b8a,calib_b,max3sat_n100_a5.2,1,520,4,211.01,T2a,tier2
66,m2f_p10ls2p5_022_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,22,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s1.wcnf,a4f6be1aaa0ca218be0c3984e5ae20fc729058b84991149ba0b7bca9528d1b8a,calib_b,max3sat_n100_a5.2,1,520,4,211.01,T2a,tier2
67,m2f_p10ls2p5_023_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,23,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s2.wcnf,00f00f4ccfa57fb2f7483bd94f85a2574991444a9aadcf343f476c592417e52e,calib_b,max3sat_n100_a5.2,2,520,5,213.208,T2a,tier2
68,m2f_p10ls2p5_023_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,23,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s2.wcnf,00f00f4ccfa57fb2f7483bd94f85a2574991444a9aadcf343f476c592417e52e,calib_b,max3sat_n100_a5.2,2,520,5,213.208,T2a,tier2
69,m2f_p10ls2p5_023_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,23,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s2.wcnf,00f00f4ccfa57fb2f7483bd94f85a2574991444a9aadcf343f476c592417e52e,calib_b,max3sat_n100_a5.2,2,520,5,213.208,T2a,tier2
70,m2f_p10ls2p5_024_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
71,m2f_p10ls2p5_024_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
72,m2f_p10ls2p5_024_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,24,data/generated/calib_b/wksat_v100_k3_sr5.20_hr0.00_w1_uniform_s5.wcnf,86e2f31c90e6e1c77ea4a61148545182649f75a41a2251cbcb62d012ed7a02e6,calib_b,max3sat_n100_a5.2,5,520,4,46.776,T1,lower_ext
73,m2f_p10ls2p5_025_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,25,data/generated/calib_b/wksat_v100_k3_sr5.50_hr0.00_w1_uniform_s1.wcnf,ad0179c31501daddf81b2978b2d57ae9fbdc57509cd85eda9c05e880e8762a9a,calib_b,max3sat_n100_a5.5,1,550,5,173.843,T2a,tier2
74,m2f_p10ls2p5_025_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,25,data/generated/calib_b/wksat_v100_k3_sr5.50_hr0.00_w1_uniform_s1.wcnf,ad0179c31501daddf81b2978b2d57ae9fbdc57509cd85eda9c05e880e8762a9a,calib_b,max3sat_n100_a5.5,1,550,5,173.843,T2a,tier2
75,m2f_p10ls2p5_025_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,25,data/generated/calib_b/wksat_v100_k3_sr5.50_hr0.00_w1_uniform_s1.wcnf,ad0179c31501daddf81b2978b2d57ae9fbdc57509cd85eda9c05e880e8762a9a,calib_b,max3sat_n100_a5.5,1,550,5,173.843,T2a,tier2
76,m2f_p10ls2p5_026_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,26,data/generated/calib_b/wksat_v100_k3_sr5.50_hr0.00_w1_uniform_s3.wcnf,e1300e27e840b91233dd80824eb9585bfe4da7d2455a4bd9714b405fa8c706e7,calib_b,max3sat_n100_a5.5,3,550,5,156.628,T2a,tier2
77,m2f_p10ls2p5_026_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,26,data/generated/calib_b/wksat_v100_k3_sr5.50_hr0.00_w1_uniform_s3.wcnf,e1300e27e840b91233dd80824eb9585bfe4da7d2455a4bd9714b405fa8c706e7,calib_b,max3sat_n100_a5.5,3,550,5,156.628,T2a,tier2
78,m2f_p10ls2p5_026_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,26,data/generated/calib_b/wksat_v100_k3_sr5.50_hr0.00_w1_uniform_s3.wcnf,e1300e27e840b91233dd80824eb9585bfe4da7d2455a4bd9714b405fa8c706e7,calib_b,max3sat_n100_a5.5,3,550,5,156.628,T2a,tier2
79,m2f_p10ls2p5_027_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,27,data/generated/calib_b/wksat_v100_k3_sr5.50_hr0.00_w1_uniform_s4.wcnf,f2dcaaa1ebd871be0b0071d50e291c677e025523a997d87713ec94540d56519c,calib_b,max3sat_n100_a5.5,4,550,4,62.006,T2a,tier2
80,m2f_p10ls2p5_027_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,27,data/generated/calib_b/wksat_v100_k3_sr5.50_hr0.00_w1_uniform_s4.wcnf,f2dcaaa1ebd871be0b0071d50e291c677e025523a997d87713ec94540d56519c,calib_b,max3sat_n100_a5.5,4,550,4,62.006,T2a,tier2
81,m2f_p10ls2p5_027_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,27,data/generated/calib_b/wksat_v100_k3_sr5.50_hr0.00_w1_uniform_s4.wcnf,f2dcaaa1ebd871be0b0071d50e291c677e025523a997d87713ec94540d56519c,calib_b,max3sat_n100_a5.5,4,550,4,62.006,T2a,tier2
82,m2f_p10ls2p5_028_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,28,data/generated/calib_b/wksat_v150_k2_sr3.00_hr0.00_w1_uniform_s7.wcnf,4e1ceec953c1d9f2ae3bc1152704a2241d837e59cde7c3f0c4026c0c4ab82267,calib_b,max2sat_n150_a3,7,450,23,32.347,T1,lower_ext
83,m2f_p10ls2p5_028_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,28,data/generated/calib_b/wksat_v150_k2_sr3.00_hr0.00_w1_uniform_s7.wcnf,4e1ceec953c1d9f2ae3bc1152704a2241d837e59cde7c3f0c4026c0c4ab82267,calib_b,max2sat_n150_a3,7,450,23,32.347,T1,lower_ext
84,m2f_p10ls2p5_028_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,28,data/generated/calib_b/wksat_v150_k2_sr3.00_hr0.00_w1_uniform_s7.wcnf,4e1ceec953c1d9f2ae3bc1152704a2241d837e59cde7c3f0c4026c0c4ab82267,calib_b,max2sat_n150_a3,7,450,23,32.347,T1,lower_ext
85,m2f_p10ls2p5_029_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,29,data/generated/calib_b/wksat_v150_k2_sr3.15_hr0.00_w1_uniform_s4.wcnf,d72e2fa9792c60f1f6e66483165d1d00f9c58943f28458cf5017475f7122cccc,calib_b,max2sat_n150_a3.15,4,472,26,300.852,T2b,tier2
86,m2f_p10ls2p5_029_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,29,data/generated/calib_b/wksat_v150_k2_sr3.15_hr0.00_w1_uniform_s4.wcnf,d72e2fa9792c60f1f6e66483165d1d00f9c58943f28458cf5017475f7122cccc,calib_b,max2sat_n150_a3.15,4,472,26,300.852,T2b,tier2
87,m2f_p10ls2p5_029_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,29,data/generated/calib_b/wksat_v150_k2_sr3.15_hr0.00_w1_uniform_s4.wcnf,d72e2fa9792c60f1f6e66483165d1d00f9c58943f28458cf5017475f7122cccc,calib_b,max2sat_n150_a3.15,4,472,26,300.852,T2b,tier2
88,m2f_p10ls2p5_030_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,30,data/generated/calib_b/wksat_v150_k2_sr3.30_hr0.00_w1_uniform_s1.wcnf,b53a06380af01e12bca2ea12cdaf375ed3af41bc767fd6dc339dbc39d337d226,calib_b,max2sat_n150_a3.3,1,495,25,34.072,T1,lower_ext
89,m2f_p10ls2p5_030_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,30,data/generated/calib_b/wksat_v150_k2_sr3.30_hr0.00_w1_uniform_s1.wcnf,b53a06380af01e12bca2ea12cdaf375ed3af41bc767fd6dc339dbc39d337d226,calib_b,max2sat_n150_a3.3,1,495,25,34.072,T1,lower_ext
90,m2f_p10ls2p5_030_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,30,data/generated/calib_b/wksat_v150_k2_sr3.30_hr0.00_w1_uniform_s1.wcnf,b53a06380af01e12bca2ea12cdaf375ed3af41bc767fd6dc339dbc39d337d226,calib_b,max2sat_n150_a3.3,1,495,25,34.072,T1,lower_ext
91,m2f_p10ls2p5_031_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,31,data/generated/calib_b/wksat_v150_k2_sr3.30_hr0.00_w1_uniform_s3.wcnf,8e2a8d74e791d6bbdbd2308a19e486e320cb3e08638e177a6ee5d43898998c16,calib_b,max2sat_n150_a3.3,3,495,27,170.816,T2a,tier2
92,m2f_p10ls2p5_031_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,31,data/generated/calib_b/wksat_v150_k2_sr3.30_hr0.00_w1_uniform_s3.wcnf,8e2a8d74e791d6bbdbd2308a19e486e320cb3e08638e177a6ee5d43898998c16,calib_b,max2sat_n150_a3.3,3,495,27,170.816,T2a,tier2
93,m2f_p10ls2p5_031_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,31,data/generated/calib_b/wksat_v150_k2_sr3.30_hr0.00_w1_uniform_s3.wcnf,8e2a8d74e791d6bbdbd2308a19e486e320cb3e08638e177a6ee5d43898998c16,calib_b,max2sat_n150_a3.3,3,495,27,170.816,T2a,tier2
94,m2f_p10ls2p5_032_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,32,data/generated/calib_b/wksat_v150_k2_sr3.30_hr0.00_w1_uniform_s4.wcnf,dc29e62067d58db204c2488783e033ba5244cd652ef1d124dcc4f5bf31e8a04d,calib_b,max2sat_n150_a3.3,4,495,28,226.564,T2a,tier2
95,m2f_p10ls2p5_032_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,32,data/generated/calib_b/wksat_v150_k2_sr3.30_hr0.00_w1_uniform_s4.wcnf,dc29e62067d58db204c2488783e033ba5244cd652ef1d124dcc4f5bf31e8a04d,calib_b,max2sat_n150_a3.3,4,495,28,226.564,T2a,tier2
96,m2f_p10ls2p5_032_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,32,data/generated/calib_b/wksat_v150_k2_sr3.30_hr0.00_w1_uniform_s4.wcnf,dc29e62067d58db204c2488783e033ba5244cd652ef1d124dcc4f5bf31e8a04d,calib_b,max2sat_n150_a3.3,4,495,28,226.564,T2a,tier2
97,m2f_p10ls2p5_033_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
98,m2f_p10ls2p5_033_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
99,m2f_p10ls2p5_033_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,33,data/generated/calib_b/wksat_v150_k3_sr4.80_hr0.00_w1_uniform_s3.wcnf,669e13c0b0f2cdeaf50184b1cce69e68d2e844691cd8bde6a56d79849c227eb1,calib_b,max3sat_n150_a4.8,3,720,2,34.908,T1,lower_ext
100,m2f_p10ls2p5_034_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,34,data/generated/calib_b/wksat_v250_k2_sr2.35_hr0.00_w1_uniform_s2.wcnf,18c653f3e0bbcf0b4cc959042b4392308c248a965f0a2fc204431f5919008449,calib_b,max2sat_n250_a2.35,2,588,18,71.063,T2a,tier2
101,m2f_p10ls2p5_034_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,34,data/generated/calib_b/wksat_v250_k2_sr2.35_hr0.00_w1_uniform_s2.wcnf,18c653f3e0bbcf0b4cc959042b4392308c248a965f0a2fc204431f5919008449,calib_b,max2sat_n250_a2.35,2,588,18,71.063,T2a,tier2
102,m2f_p10ls2p5_034_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,34,data/generated/calib_b/wksat_v250_k2_sr2.35_hr0.00_w1_uniform_s2.wcnf,18c653f3e0bbcf0b4cc959042b4392308c248a965f0a2fc204431f5919008449,calib_b,max2sat_n250_a2.35,2,588,18,71.063,T2a,tier2
103,m2f_p10ls2p5_035_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,35,data/generated/calib_b/wksat_v250_k2_sr2.35_hr0.00_w1_uniform_s3.wcnf,61467d5b28e5a06669ba008ec8536be0af97d786fe3fabf9632f4f90a3d978d8,calib_b,max2sat_n250_a2.35,3,588,22,610.255,T3,upper_ext
104,m2f_p10ls2p5_035_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,35,data/generated/calib_b/wksat_v250_k2_sr2.35_hr0.00_w1_uniform_s3.wcnf,61467d5b28e5a06669ba008ec8536be0af97d786fe3fabf9632f4f90a3d978d8,calib_b,max2sat_n250_a2.35,3,588,22,610.255,T3,upper_ext
105,m2f_p10ls2p5_035_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,35,data/generated/calib_b/wksat_v250_k2_sr2.35_hr0.00_w1_uniform_s3.wcnf,61467d5b28e5a06669ba008ec8536be0af97d786fe3fabf9632f4f90a3d978d8,calib_b,max2sat_n250_a2.35,3,588,22,610.255,T3,upper_ext
106,m2f_p10ls2p5_036_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,36,data/generated/calib_b/wksat_v250_k3_sr4.26_hr0.00_w1_uniform_s10.wcnf,4fcc71c5989460862c892c9ba67f8383c34ec8c86550bec884a56b122c86f4ba,calib_b,max3sat_n250_a4.26,10,1065,1,53.407,T1,lower_ext
107,m2f_p10ls2p5_036_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,36,data/generated/calib_b/wksat_v250_k3_sr4.26_hr0.00_w1_uniform_s10.wcnf,4fcc71c5989460862c892c9ba67f8383c34ec8c86550bec884a56b122c86f4ba,calib_b,max3sat_n250_a4.26,10,1065,1,53.407,T1,lower_ext
108,m2f_p10ls2p5_036_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,36,data/generated/calib_b/wksat_v250_k3_sr4.26_hr0.00_w1_uniform_s10.wcnf,4fcc71c5989460862c892c9ba67f8383c34ec8c86550bec884a56b122c86f4ba,calib_b,max3sat_n250_a4.26,10,1065,1,53.407,T1,lower_ext
109,m2f_p10ls2p5_037_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,37,data/generated/calib_b/wksat_v250_k3_sr4.26_hr0.00_w1_uniform_s7.wcnf,72d34e7a3da8965710ba686bce7221d88afa9b97451cc2660efb14995a0ae38d,calib_b,max3sat_n250_a4.26,7,1065,1,32.977,T1,lower_ext
110,m2f_p10ls2p5_037_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,37,data/generated/calib_b/wksat_v250_k3_sr4.26_hr0.00_w1_uniform_s7.wcnf,72d34e7a3da8965710ba686bce7221d88afa9b97451cc2660efb14995a0ae38d,calib_b,max3sat_n250_a4.26,7,1065,1,32.977,T1,lower_ext
111,m2f_p10ls2p5_037_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,37,data/generated/calib_b/wksat_v250_k3_sr4.26_hr0.00_w1_uniform_s7.wcnf,72d34e7a3da8965710ba686bce7221d88afa9b97451cc2660efb14995a0ae38d,calib_b,max3sat_n250_a4.26,7,1065,1,32.977,T1,lower_ext
112,m2f_p10ls2p5_038_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,38,data/generated/calib_b/wksat_v250_k3_sr4.26_hr0.00_w1_uniform_s8.wcnf,56c796bb3a48c102dd1dc8b7b23569d026700676098bc199b9969d3694ef5af3,calib_b,max3sat_n250_a4.26,8,1065,1,113.526,T2a,tier2
113,m2f_p10ls2p5_038_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,38,data/generated/calib_b/wksat_v250_k3_sr4.26_hr0.00_w1_uniform_s8.wcnf,56c796bb3a48c102dd1dc8b7b23569d026700676098bc199b9969d3694ef5af3,calib_b,max3sat_n250_a4.26,8,1065,1,113.526,T2a,tier2
114,m2f_p10ls2p5_038_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,38,data/generated/calib_b/wksat_v250_k3_sr4.26_hr0.00_w1_uniform_s8.wcnf,56c796bb3a48c102dd1dc8b7b23569d026700676098bc199b9969d3694ef5af3,calib_b,max3sat_n250_a4.26,8,1065,1,113.526,T2a,tier2
115,m2f_p10ls2p5_039_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
116,m2f_p10ls2p5_039_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
117,m2f_p10ls2p5_039_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,39,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s2.wcnf,9bb5c889d02025d1ee908bc35ad0fe5c37ee0b0aaf4b7f89584bd309c8c49407,calib_b,max3sat_n250_a4.35,2,1088,1,323.722,T2b,tier2
118,m2f_p10ls2p5_040_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,40,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s5.wcnf,303da7f95d4640f0dcd711a6139922da220676bfb5f79a8d374d958449586f98,calib_b,max3sat_n250_a4.35,5,1088,1,103.423,T2a,tier2
119,m2f_p10ls2p5_040_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,40,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s5.wcnf,303da7f95d4640f0dcd711a6139922da220676bfb5f79a8d374d958449586f98,calib_b,max3sat_n250_a4.35,5,1088,1,103.423,T2a,tier2
120,m2f_p10ls2p5_040_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,40,data/generated/calib_b/wksat_v250_k3_sr4.35_hr0.00_w1_uniform_s5.wcnf,303da7f95d4640f0dcd711a6139922da220676bfb5f79a8d374d958449586f98,calib_b,max3sat_n250_a4.35,5,1088,1,103.423,T2a,tier2
121,m2f_p10ls2p5_041_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,41,data/generated/calib_b/wksat_v400_k2_sr2.00_hr0.00_w1_uniform_s6.wcnf,ca5137cf8ba2cc86732c2759a38906c0fb97cf6597fb96a86a561430ddafa920,calib_b,max2sat_n400_a2,6,800,19,412.73,T2b,tier2
