instance,family,bench_dir,size_mb,tier,profile.completed,profile.status,profile.solve_s,profile.cap_s,over_cap,profile.final_cost,profile.cost_lower_bound,ratio,lb_ratio,profile.solver,profile.error,tier_reason,_source_file,stem
data/unsat_uuf_diff/uuf50-010.cnf,uuf50,unsat_uuf_diff,0.0027,T1,True,optimal,0.011,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_42.jsonl,uuf50-010
data/unsat_uuf_diff/uuf50-02.cnf,uuf50,unsat_uuf_diff,0.0028,T1,True,optimal,0.012,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_43.jsonl,uuf50-02
data/unsat_uuf_diff/uuf50-03.cnf,uuf50,unsat_uuf_diff,0.0027,T1,True,optimal,0.005,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_44.jsonl,uuf50-03
data/unsat_uuf_diff/uuf50-04.cnf,uuf50,unsat_uuf_diff,0.0027,T1,True,optimal,0.015,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_45.jsonl,uuf50-04
data/unsat_uuf_diff/uuf50-05.cnf,uuf50,unsat_uuf_diff,0.0027,T1,True,optimal,0.013,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_46.jsonl,uuf50-05
data/unsat_uuf_diff/uuf50-06.cnf,uuf50,unsat_uuf_diff,0.0027,T1,True,optimal,0.006,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_47.jsonl,uuf50-06
data/unsat_uuf_diff/uuf50-07.cnf,uuf50,unsat_uuf_diff,0.0027,T1,True,optimal,0.015,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_48.jsonl,uuf50-07
data/unsat_uuf_diff/uuf50-08.cnf,uuf50,unsat_uuf_diff,0.0027,T1,True,optimal,0.012,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_49.jsonl,uuf50-08
data/unsat_uuf_diff/uuf100-04.cnf,uuf100,unsat_uuf_diff,0.0054,T1,True,optimal,0.964,600.0,False,2.0,2,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_5.jsonl,uuf100-04
data/unsat_uuf_diff/uuf50-09.cnf,uuf50,unsat_uuf_diff,0.0028,T1,True,optimal,0.006,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_50.jsonl,uuf50-09
data/unsat_uuf_diff/uuf100-05.cnf,uuf100,unsat_uuf_diff,0.0054,T1,True,optimal,0.265,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_6.jsonl,uuf100-05
data/unsat_uuf_diff/uuf100-06.cnf,uuf100,unsat_uuf_diff,0.0054,T1,True,optimal,0.367,600.0,False,2.0,2,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_7.jsonl,uuf100-06
data/unsat_uuf_diff/uuf100-07.cnf,uuf100,unsat_uuf_diff,0.0054,T1,True,optimal,0.104,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_8.jsonl,uuf100-07
data/unsat_uuf_diff/uuf100-08.cnf,uuf100,unsat_uuf_diff,0.0054,T1,True,optimal,0.312,600.0,False,1.0,1,,,rc2,,solve_s<=60.0,uuf_diff_arr_task_9.jsonl,uuf100-08
