instance,family,bench_dir,size_mb,tier,profile.completed,profile.status,profile.solve_s,profile.cap_s,over_cap,profile.final_cost,profile.cost_lower_bound,ratio,lb_ratio,profile.solver,profile.error,tier_reason,_source_file,stem
data/raw/mse_2024/mse23-uw-small/judgment-aggregation-ja-slater-preflib-00049-00000468.wcnf,judgment,mse23-uw-small,2.5553,T3,False,timeout,1823.283,1800.0,True,,231.0,,0.8587,rc2,timeout,timeout,mse23_full_arr_task_46.jsonl,judgment-aggregation-ja-slater-preflib-00049-00000468
data/raw/mse_2024/mse23-uw-small/logic-synthesis-normalized-test4.pi.opb.msat.wcnf,logic,mse23-uw-small,0.5908,T3,False,subprocess_killed,1920.044,1800.0,True,,55.0,,0.5851,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_47.jsonl,logic-synthesis-normalized-test4.pi.opb.msat
data/raw/mse_2024/mse23-uw-small/mbd-b14_C-mbd14-0277.wcnf,mbd,mse23-uw-small,0.526,T3,False,subprocess_killed,1920.106,1800.0,True,,22.0,,0.9167,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_48.jsonl,mbd-b14_C-mbd14-0277
data/raw/mse_2024/mse23-uw-small/min-fill-MinFill_R0_myciel5.wcnf,min,mse23-uw-small,2.5768,T3,False,subprocess_killed,1920.108,1800.0,True,,97.0,,0.4949,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_49.jsonl,min-fill-MinFill_R0_myciel5
data/raw/mse_2024/mse23-uw-small/gen-hyper-tw-GenHyperTW_b01.wcnf,gen,mse23-uw-small,4.2167,T3,False,subprocess_killed,1920.111,1800.0,True,,4.0,,0.8,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_5.jsonl,gen-hyper-tw-GenHyperTW_b01
data/raw/mse_2024/mse23-uw-small/optic-gen_cvc-add7to3_9999.wcnf,optic,mse23-uw-small,0.6161,T3,False,subprocess_killed,1920.034,1800.0,True,,135.0,,0.7068,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_50.jsonl,optic-gen_cvc-add7to3_9999
data/raw/mse_2024/mse23-uw-small/optic-gen_mult_4_5_991.wcnf,optic,mse23-uw-small,0.6685,T3,False,subprocess_killed,1920.106,1800.0,True,,80.0,,0.6838,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_51.jsonl,optic-gen_mult_4_5_991
data/raw/mse_2024/mse23-uw-small/optic-gen_mult_5_5_991.wcnf,optic,mse23-uw-small,2.9809,T3,False,subprocess_killed,1920.113,1800.0,True,,148.0,,0.6435,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_52.jsonl,optic-gen_mult_5_5_991
data/raw/mse_2024/mse23-uw-small/optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_2.wcnf,optimizing,mse23-uw-small,2.265,T3,False,timeout,1809.615,1800.0,True,,81.0,,0.931,rc2,timeout,timeout,mse23_full_arr_task_53.jsonl,optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_2
data/raw/mse_2024/mse23-uw-small/optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_7.wcnf,optimizing,mse23-uw-small,1.8922,T3,False,subprocess_killed,1920.113,1800.0,True,,,,,rc2,subprocess_killed_at_cap+120.0s,subprocess_killed_at_cap+120.0s,mse23_full_arr_task_54.jsonl,optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_7
data/raw/mse_2024/mse23-uw-small/optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_6.wcnf,optimizing,mse23-uw-small,4.3625,T3,False,subprocess_killed,1920.121,1800.0,True,,5.0,,0.2174,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_55.jsonl,optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_6
data/raw/mse_2024/mse23-uw-small/optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_6.wcnf,optimizing,mse23-uw-small,4.6618,T3,False,subprocess_killed,1920.117,1800.0,True,,2.0,,0.0121,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_56.jsonl,optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_6
data/raw/mse_2024/mse23-uw-small/optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_7.wcnf,optimizing,mse23-uw-small,4.6636,T3,False,subprocess_killed,1920.116,1800.0,True,,,,,rc2,subprocess_killed_at_cap+120.0s,subprocess_killed_at_cap+120.0s,mse23_full_arr_task_57.jsonl,optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_7
data/raw/mse_2024/mse23-uw-small/pseudoBoolean-normalized-par32-3.opb.msat.wcnf,pseudoBoolean,mse23-uw-small,0.2407,T3,False,subprocess_killed,1920.111,1800.0,True,,3176.0,,,rc2,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,subprocess_killed_at_cap+120.0s; recovered_lb_from_progress_file,mse23_full_arr_task_58.jsonl,pseudoBoolean-normalized-par32-3.opb.msat
